qid,language,lang_code,question,context,options,gold,answer_type,category,difficulty,rationale,source
q016,English,eng-CAN,"According to the IDFA, with which statement do leading health professionals and organizations agree?","The Nutritional Value of Milk: Countless Benefits!
Farm to Market Dairy milk products contain key nutrients: calcium, protein, vitamin D, vitamin B12, riboflavin, and potassium. These vitamins and minerals make Farm to Market Dairy milk products an important part of a healthful diet. Consuming Farm to Market Dairy milk products every day is a great way to ensure that you get the vitamins and minerals your body needs.
Consuming Farm to Market Dairy milk products increases weight loss and helps maintain a healthy weight. Milk increases bone strength and density. It even improves cardiovascular health and helps prevent cancer. One glass of milk is packed with vitamins, minerals, and a wealth of health benefits.
According to Bill Sears, MD, Associate Clinical Professor of Pediatrics at the University of California at Irvine, milk contains many important nutrients in one convenient place. The International Dairy Foods Association (IDFA) supports this idea. In fact, the IDFA suggests that many health professionals and groups would also agree.
Milk contains a complete nutrient package of nine essential nutrients. In addition to being an excellent source of calcium and vitamin D, it is a good source of vitamin A, protein and potassium. Dairy is recommended by doctors. Dairy’s role in a healthy diet has long been established by the nutrition and science community. This includes the National Osteoporosis Foundation, the Surgeon General, the National Institutes of Health, the American Medical Association’s Council of Scientific Affairs and many other leading health organizations.
International Dairy Foods Association, September 27, 2007","[""A) Consuming milk and milk products leads to obesity."", ""B) Milk is a good source of essential vitamins and minerals."", ""C) Milk contains more vitamins than minerals."", ""D) Drinking milk is a leading cause of osteoporosis.""]",B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Estonian,est-EST,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Finnish,fin-FIN,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,French,fra-FRA,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Galician,glg-ESP,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Georgian,geo-GEO,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,German,deu-DEU,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Greek,ell-GRC,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Hebrew,heb-ISR,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Hungarian,hun-HUN,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Icelandic,isl-ISL,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Indonesian,ind-IDN,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Italian,ita-ITA,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Japanese,jpn-JPN,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Kazakh,kaz-KAZ,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Korean,kor-KOR,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Latvian,lav-LVA,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Lithuanian,lit-LTU,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Malay,msa-MYS,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Nynorsk,nno-NOR,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Polish,pol-POL,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Portuguese,por-PRT,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Russian,rus-KAZ,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Serbian / Serb,srp-SRB,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Slovak,slo-SVK,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Slovenian,slv-SVN,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Spanish,esp-ESP,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Swedish,swe-SWE,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Thai,tha-THA,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Turkish,tur-TUR,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q017,Albanian,sqi-ALB,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Arabic,ara-ARE,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Azerbaijani / Azeri,aze-QAZ,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Basque,eus-ESP,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Bokmål,nob-NOR,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Bosnian,bos-BIH,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Bulgarian,bul-BGR,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Catalan,cat-ESP,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Chinese,zho-CHN,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Croatian,hrv-HRV,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Czech,ces-CZE,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Danish,dan-DNK,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Dutch,nld-NLD,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,English,eng-CAN,What is the main purpose of this text?,"The Nutritional Value of Milk: Countless Benefits!
Farm to Market Dairy milk products contain key nutrients: calcium, protein, vitamin D, vitamin B12, riboflavin, and potassium. These vitamins and minerals make Farm to Market Dairy milk products an important part of a healthful diet. Consuming Farm to Market Dairy milk products every day is a great way to ensure that you get the vitamins and minerals your body needs.
Consuming Farm to Market Dairy milk products increases weight loss and helps maintain a healthy weight. Milk increases bone strength and density. It even improves cardiovascular health and helps prevent cancer. One glass of milk is packed with vitamins, minerals, and a wealth of health benefits.
According to Bill Sears, MD, Associate Clinical Professor of Pediatrics at the University of California at Irvine, milk contains many important nutrients in one convenient place. The International Dairy Foods Association (IDFA) supports this idea. In fact, the IDFA suggests that many health professionals and groups would also agree.
Milk contains a complete nutrient package of nine essential nutrients. In addition to being an excellent source of calcium and vitamin D, it is a good source of vitamin A, protein and potassium. Dairy is recommended by doctors. Dairy’s role in a healthy diet has long been established by the nutrition and science community. This includes the National Osteoporosis Foundation, the Surgeon General, the National Institutes of Health, the American Medical Association’s Council of Scientific Affairs and many other leading health organizations.
International Dairy Foods Association, September 27, 2007","[""A) To argue that milk products increase weight loss."", ""B) To compare Farm to Market Dairy milk products to other dairy products."", ""C) To inform the public of the risks associated with heart disease."", ""D) To support the use of Farm to Market Dairy products.""]",D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Estonian,est-EST,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Finnish,fin-FIN,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,French,fra-FRA,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Galician,glg-ESP,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Georgian,geo-GEO,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,German,deu-DEU,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Greek,ell-GRC,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Hebrew,heb-ISR,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Hungarian,hun-HUN,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Icelandic,isl-ISL,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Indonesian,ind-IDN,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Italian,ita-ITA,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Japanese,jpn-JPN,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Kazakh,kaz-KAZ,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Korean,kor-KOR,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Latvian,lav-LVA,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Lithuanian,lit-LTU,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Malay,msa-MYS,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Nynorsk,nno-NOR,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Polish,pol-POL,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Portuguese,por-PRT,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Russian,rus-KAZ,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Serbian / Serb,srp-SRB,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Slovak,slo-SVK,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Slovenian,slv-SVN,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Spanish,esp-ESP,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Swedish,swe-SWE,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Thai,tha-THA,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q017,Turkish,tur-TUR,,,,D,mc,Reading,level 2,,"PISA 2018, reading, Cow's Milk"
q018,Albanian,sqi-ALB,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Arabic,ara-ARE,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Azerbaijani / Azeri,aze-QAZ,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Basque,eus-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Bokmål,nob-NOR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Bosnian,bos-BIH,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Bulgarian,bul-BGR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Catalan,cat-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Chinese,zho-CHN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Croatian,hrv-HRV,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Czech,ces-CZE,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Danish,dan-DNK,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Dutch,nld-NLD,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,English,eng-CAN,"Is the statement a fact or an opinion?
Recent studies on the health benefits of milk are surprising.
Studies have shown that drinking milk has detrimental health effects.
Several studies have questioned the bone strengthening power of milk.
Drinking milk and other dairy products is the best way to lose weight.","The Nutritional Value of Milk: Countless Benefits!
Farm to Market Dairy milk products contain key nutrients: calcium, protein, vitamin D, vitamin B12, riboflavin, and potassium. These vitamins and minerals make Farm to Market Dairy milk products an important part of a healthful diet. Consuming Farm to Market Dairy milk products every day is a great way to ensure that you get the vitamins and minerals your body needs.
Consuming Farm to Market Dairy milk products increases weight loss and helps maintain a healthy weight. Milk increases bone strength and density. It even improves cardiovascular health and helps prevent cancer. One glass of milk is packed with vitamins, minerals, and a wealth of health benefits.
According to Bill Sears, MD, Associate Clinical Professor of Pediatrics at the University of California at Irvine, milk contains many important nutrients in one convenient place. The International Dairy Foods Association (IDFA) supports this idea. In fact, the IDFA suggests that many health professionals and groups would also agree.
Milk contains a complete nutrient package of nine essential nutrients. In addition to being an excellent source of calcium and vitamin D, it is a good source of vitamin A, protein and potassium. Dairy is recommended by doctors. Dairy’s role in a healthy diet has long been established by the nutrition and science community. This includes the National Osteoporosis Foundation, the Surgeon General, the National Institutes of Health, the American Medical Association’s Council of Scientific Affairs and many other leading health organizations.
International Dairy Foods Association, September 27, 2007

JUST SAY 'NO' TO COW’S MILK!
By Health Reporter, Dr. R. Garza
Cow’s milk is a big part of many people’s lives in the United States. Babies drink cow’s milk in bottles. Children eat cereal drenched in cow’s milk. Even adults enjoy a cold glass of milk from time to time. Yes, cow’s milk is a huge part of the human diet in many places around the world. However, more and more research is suggesting that milk may not “do a body good” as the popular American advertising slogan claims.
The United States Department of Agriculture, the American Dairy Council, Dairy Management, Inc., and other organizations have worked hard to advocate for milk for many years. They encourage adults to drink at least three glasses of milk a day. However, several studies in the last decade have questioned the bone-strengthening power of milk as well as other claims about the health benefits of milk. The results may surprise you.
One of the most recent and most important studies on the effects of drinking milk was published in the October 2014 issue of the British Medical Journal. The findings in this study led to some powerful assertions about the consumption of milk. In this study over 100 000 people in Sweden were followed over periods of 20-30 years. Researchers found that the female milk drinkers suffered more bone fractures. Additionally, both male and female milk drinkers were more likely to suffer from heart disease and cancer. These staggering results are similar to findings from other studies.
The Physicians Committee for Responsible Medicine (PCRM) commented on some of the health problems related to the consumption of milk. It claims that milk and dairy products “have little or no benefit for bones.” The PCRM goes further to describe some specific problems associated with milk:
“Milk proteins, milk sugar, fat, and saturated fat in dairy products pose health risks for children and encourage the development of obesity, diabetes, and heart disease.”
These are serious claims and more studies are needed in order to confirm the findings. However, there is mounting proof that drinking cow’s milk could be less beneficial to our health than originally thought. If these claims become indisputable facts, it may be time to just say ‘no’ to cow’s milk.","[""A) Opinion, Fact, Fact, Opinion."", ""B) Fact, Fact, Opinion, Opinion."", ""C) Fact, Opinion, Fact, Opinion."", ""D) Opinion, Opinion, Fact, Fact.""]",A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Estonian,est-EST,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Finnish,fin-FIN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,French,fra-FRA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Galician,glg-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Georgian,geo-GEO,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,German,deu-DEU,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Greek,ell-GRC,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Hebrew,heb-ISR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Hungarian,hun-HUN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Icelandic,isl-ISL,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Indonesian,ind-IDN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Italian,ita-ITA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Japanese,jpn-JPN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Kazakh,kaz-KAZ,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Korean,kor-KOR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Latvian,lav-LVA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Lithuanian,lit-LTU,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Malay,msa-MYS,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Nynorsk,nno-NOR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Polish,pol-POL,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Portuguese,por-PRT,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Russian,rus-KAZ,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Serbian / Serb,srp-SRB,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Slovak,slo-SVK,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Slovenian,slv-SVN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Spanish,esp-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Swedish,swe-SWE,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Thai,tha-THA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q018,Turkish,tur-TUR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Cow's Milk"
q019,Albanian,sqi-ALB,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Arabic,ara-ARE,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Azerbaijani / Azeri,aze-QAZ,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Basque,eus-ESP,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Bokmål,nob-NOR,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Bosnian,bos-BIH,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Bulgarian,bul-BGR,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Catalan,cat-ESP,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Chinese,zho-CHN,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Croatian,hrv-HRV,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Czech,ces-CZE,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Danish,dan-DNK,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Dutch,nld-NLD,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,English,eng-CAN,"Could this statement represent the purpose of the article?
To question the benefit of dairy products on general health.
To discuss various research findings about cow’s milk.
To point out that milk and other dairy products have not been studied.","JUST SAY 'NO' TO COW’S MILK!
By Health Reporter, Dr. R. Garza
Cow’s milk is a big part of many people’s lives in the United States. Babies drink cow’s milk in bottles. Children eat cereal drenched in cow’s milk. Even adults enjoy a cold glass of milk from time to time. Yes, cow’s milk is a huge part of the human diet in many places around the world. However, more and more research is suggesting that milk may not “do a body good” as the popular American advertising slogan claims.
The United States Department of Agriculture, the American Dairy Council, Dairy Management, Inc., and other organizations have worked hard to advocate for milk for many years. They encourage adults to drink at least three glasses of milk a day. However, several studies in the last decade have questioned the bone-strengthening power of milk as well as other claims about the health benefits of milk. The results may surprise you.
One of the most recent and most important studies on the effects of drinking milk was published in the October 2014 issue of the British Medical Journal. The findings in this study led to some powerful assertions about the consumption of milk. In this study over 100 000 people in Sweden were followed over periods of 20-30 years. Researchers found that the female milk drinkers suffered more bone fractures. Additionally, both male and female milk drinkers were more likely to suffer from heart disease and cancer. These staggering results are similar to findings from other studies.
The Physicians Committee for Responsible Medicine (PCRM) commented on some of the health problems related to the consumption of milk. It claims that milk and dairy products “have little or no benefit for bones.” The PCRM goes further to describe some specific problems associated with milk:
“Milk proteins, milk sugar, fat, and saturated fat in dairy products pose health risks for children and encourage the development of obesity, diabetes, and heart disease.”
These are serious claims and more studies are needed in order to confirm the findings. However, there is mounting proof that drinking cow’s milk could be less beneficial to our health than originally thought. If these claims become indisputable facts, it may be time to just say ‘no’ to cow’s milk.","[""A) Yes, Yes, No"", ""B) Yes, No, No"", ""C) No, Yes, No"", ""D) No, Yes, Yes""]",A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Estonian,est-EST,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Finnish,fin-FIN,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,French,fra-FRA,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Galician,glg-ESP,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Georgian,geo-GEO,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,German,deu-DEU,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Greek,ell-GRC,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Hebrew,heb-ISR,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Hungarian,hun-HUN,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Icelandic,isl-ISL,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Indonesian,ind-IDN,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Italian,ita-ITA,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Japanese,jpn-JPN,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Kazakh,kaz-KAZ,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Korean,kor-KOR,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Latvian,lav-LVA,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Lithuanian,lit-LTU,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Malay,msa-MYS,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Nynorsk,nno-NOR,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Polish,pol-POL,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Portuguese,por-PRT,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Russian,rus-KAZ,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Serbian / Serb,srp-SRB,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Slovak,slo-SVK,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Slovenian,slv-SVN,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Spanish,esp-ESP,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Swedish,swe-SWE,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Thai,tha-THA,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q019,Turkish,tur-TUR,,,,A,mc,Reading,level 3,,"PISA 2018, reading, Cow's Milk"
q020,Albanian,sqi-ALB,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Arabic,ara-ARE,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Azerbaijani / Azeri,aze-QAZ,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Basque,eus-ESP,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Bokmål,nob-NOR,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Bosnian,bos-BIH,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Bulgarian,bul-BGR,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Catalan,cat-ESP,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Chinese,zho-CHN,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Croatian,hrv-HRV,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Czech,ces-CZE,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Danish,dan-DNK,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
q020,Dutch,nld-NLD,,,,A,mc,Reading,level 1a,,"PISA 2018, reading, Cow's Milk"
